Overall_Rating,Sentiment_Label,Review_Title,Review,combined_text,cleaned_text,tokens_str,Type Of Traveller,Seat Type,Route,Recommended,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money
9,Positive,I was welcomed enthusiastically,"Kuala Lumpur to Yogyakarta. I did not check in online or select a seat, but this time, my travel party and I were not scattered apart; we were seated in adjacent rows, still with nobody in the middle seat. The check-in process was wholly digital and automated, but the staff managing crowd control and directing passengers made the check-in experience feel like enlisting for a military boot camp. However boarding was orderly and efficient, with slowdowns again tied to the capacity of the plane and some passengers in the earlier zones boarding with the later. The boarding gate staff members were friendlier, albeit still on the colder side, and once on board, I was welcomed enthusiastically by the lead flight attendant. Despite finishing boarding early, we pushed back and took off 40-ish minutes late due to a last-minute no-show. Soon after, the service started, and all of the crews were nice, warm, cheerful, and energetic. There was no Wi-Fi due to this plane being an ex-MYAirline plane, but I kinda wished that all AirAsia planes were like this; seats slimline and thin but well-padded, decently pre-reclined, and easy to use, and the cabin so pristine, well air conditioned, and clean that I had no idea this plane was 16 years old.  Even though I was in the hot seat, the slimline design of the seats gave me 1""-2"" extra pitch. Landing was not terribly late, and we only needed to wait a while for the baggage to arrive. It's amazing how AirAsia turned an uneventful flight into something memorable, and this time, I can see their real potential as the world's best low-cost airline.","I was welcomed enthusiastically Kuala Lumpur to Yogyakarta. I did not check in online or select a seat, but this time, my travel party and I were not scattered apart; we were seated in adjacent rows, still with nobody in the middle seat. The check-in process was wholly digital and automated, but the staff managing crowd control and directing passengers made the check-in experience feel like enlisting for a military boot camp. However boarding was orderly and efficient, with slowdowns again tied to the capacity of the plane and some passengers in the earlier zones boarding with the later. The boarding gate staff members were friendlier, albeit still on the colder side, and once on board, I was welcomed enthusiastically by the lead flight attendant. Despite finishing boarding early, we pushed back and took off 40-ish minutes late due to a last-minute no-show. Soon after, the service started, and all of the crews were nice, warm, cheerful, and energetic. There was no Wi-Fi due to this plane being an ex-MYAirline plane, but I kinda wished that all AirAsia planes were like this; seats slimline and thin but well-padded, decently pre-reclined, and easy to use, and the cabin so pristine, well air conditioned, and clean that I had no idea this plane was 16 years old.  Even though I was in the hot seat, the slimline design of the seats gave me 1""-2"" extra pitch. Landing was not terribly late, and we only needed to wait a while for the baggage to arrive. It's amazing how AirAsia turned an uneventful flight into something memorable, and this time, I can see their real potential as the world's best low-cost airline.",i was welcomed enthusiastically kuala lumpur to yogyakarta i did not check in online or select a seat but this time my travel party and i were not scattered apart we were seated in adjacent rows still with nobody in the middle seat the check in process was wholly digital and automated but the staff managing crowd control and directing passengers made the check in experience feel like enlisting for a military boot camp however boarding was orderly and efficient with slowdowns again tied to the capacity of the plane and some passengers in the earlier zones boarding with the later the boarding gate staff members were friendlier albeit still on the colder side and once on board i was welcomed enthusiastically by the lead flight attendant despite finishing boarding early we pushed back and took off ish minutes late due to a last minute no show soon after the service started and all of the crews were nice warm cheerful and energetic there was no wi fi due to this plane being an ex myairline plane but i kinda wished that all airasia planes were like this seats slimline and thin but well padded decently pre reclined and easy to use and the cabin so pristine well air conditioned and clean that i had no idea this plane was years old even though i was in the hot seat the slimline design of the seats gave me extra pitch landing was not terribly late and we only needed to wait a while for the baggage to arrive it s amazing how airasia turned an uneventful flight into something memorable and this time i can see their real potential as the world s best low cost airline,welcomed enthusiastically kuala lumpur yogyakarta check online select seat time travel party scattered apart seated adjacent rows nobody middle seat check process wholly digital automated staff managing crowd control directing passengers made check experience feel enlisting military boot camp however boarding orderly efficient slowdowns tied capacity plane passengers earlier zones boarding later boarding gate staff members friendlier albeit colder side board welcomed enthusiastically lead attendant despite finishing boarding early pushed back took ish minutes late due last minute show soon service started crews nice warm cheerful energetic due plane myairline plane kinda wished planes seats slimline thin padded decently pre reclined easy use cabin pristine conditioned clean idea plane years old though hot seat slimline design seats gave extra pitch landing terribly late needed wait baggage arrive amazing turned uneventful into something memorable time see real potential world best low cost,Family Leisure,Economy Class,Kuala Lumpur to Yogyakarta,yes,5.0,5.0,,3.0,5
9,Positive,seat was well-padded,"Yogyakarta to Kuala Lumpur on their 186-seater Airbus A320-200. As I did not prepay for a seat, my travel parties were scattered everywhere in the cabin from rows 16 to 32, but by sheer luck, none of us were assigned the middle seat. Everybody working the front line at YIA was friendly, efficient, and accommodating, and most importantly, they stood their ground, resulting in a very orderly boarding process; the slowdowns only occurred due to the plane's capacity and the passengers who didn't hear their zone being called, and, as a result, boarded late. Takeoff was obviously late due to the late arrival of this aircraft, but soon after, the services began. The cabin was clean, comfortable, and in great condition, considering the airframe being almost 7.5 years old, with the only minus point being a minor coffee spillover in one of the window sheds. The seat was well-padded and generally comfortable, with the only minus point being the thick design, which made the legroom very tight. The cabin crews serving me on this flight were mixed in friendliness, with most of them leaning on the ""friendly, attentive, and courteous but cold in body language"" side. There was a Wi-Fi entertainment onboard, but I couldn't connect without figuring out what the captive portal was. We landed not terribly behind schedule, and our bags came out not a minute after we passed immigration. Overall, I can see why they are the best in the low-cost airline category, and with just a bit more energy on the crew's side, this flight would have been a 10/10.","seat was well-padded Yogyakarta to Kuala Lumpur on their 186-seater Airbus A320-200. As I did not prepay for a seat, my travel parties were scattered everywhere in the cabin from rows 16 to 32, but by sheer luck, none of us were assigned the middle seat. Everybody working the front line at YIA was friendly, efficient, and accommodating, and most importantly, they stood their ground, resulting in a very orderly boarding process; the slowdowns only occurred due to the plane's capacity and the passengers who didn't hear their zone being called, and, as a result, boarded late. Takeoff was obviously late due to the late arrival of this aircraft, but soon after, the services began. The cabin was clean, comfortable, and in great condition, considering the airframe being almost 7.5 years old, with the only minus point being a minor coffee spillover in one of the window sheds. The seat was well-padded and generally comfortable, with the only minus point being the thick design, which made the legroom very tight. The cabin crews serving me on this flight were mixed in friendliness, with most of them leaning on the ""friendly, attentive, and courteous but cold in body language"" side. There was a Wi-Fi entertainment onboard, but I couldn't connect without figuring out what the captive portal was. We landed not terribly behind schedule, and our bags came out not a minute after we passed immigration. Overall, I can see why they are the best in the low-cost airline category, and with just a bit more energy on the crew's side, this flight would have been a 10/10.",seat was well padded yogyakarta to kuala lumpur on their seater airbus a as i did not prepay for a seat my travel parties were scattered everywhere in the cabin from rows to but by sheer luck none of us were assigned the middle seat everybody working the front line at yia was friendly efficient and accommodating and most importantly they stood their ground resulting in a very orderly boarding process the slowdowns only occurred due to the plane s capacity and the passengers who didn t hear their zone being called and as a result boarded late takeoff was obviously late due to the late arrival of this aircraft but soon after the services began the cabin was clean comfortable and in great condition considering the airframe being almost years old with the only minus point being a minor coffee spillover in one of the window sheds the seat was well padded and generally comfortable with the only minus point being the thick design which made the legroom very tight the cabin crews serving me on this flight were mixed in friendliness with most of them leaning on the friendly attentive and courteous but cold in body language side there was a wi fi entertainment onboard but i couldn t connect without figuring out what the captive portal was we landed not terribly behind schedule and our bags came out not a minute after we passed immigration overall i can see why they are the best in the low cost airline category and with just a bit more energy on the crew s side this flight would have been a,seat padded yogyakarta kuala lumpur seater airbus prepay seat travel parties scattered everywhere cabin rows sheer luck none assigned middle seat everybody working front line yia friendly efficient accommodating importantly stood ground resulting orderly boarding process slowdowns occurred due plane capacity passengers hear zone called result boarded late takeoff obviously late due late arrival aircraft soon services began cabin clean comfortable great condition considering airframe almost years old minus point minor coffee spillover window sheds seat padded generally comfortable minus point thick design made legroom tight cabin crews serving mixed friendliness leaning friendly attentive courteous cold body language side entertainment onboard connect without figuring captive portal landed terribly behind schedule bags came minute passed immigration overall see best low cost category bit energy crew side,Family Leisure,Economy Class,Yogyakarta to Kuala Lumpur,yes,5.0,4.0,,5.0,5
2,Negative,"No explanation, no excuses","A 2 hour 15 mins delay, which was notified 20 minutes before departure. No explanation, no excuses, just par for the course it seems.","No explanation, no excuses A 2 hour 15 mins delay, which was notified 20 minutes before departure. No explanation, no excuses, just par for the course it seems.",no explanation no excuses a hour mins delay which was notified minutes before departure no explanation no excuses just par for the course it seems,explanation excuses hour mins delay notified minutes departure explanation excuses par course seems,Couple Leisure,Economy Class,Bali to Jakarta,no,,,,1.0,2
9,Positive,Very detailed and punctual,"Trichy to Kuala Lumpur. Ground staff were excellent. Very detailed and punctual. They were really doing their job. I would like to mention check in counter staff Bakul for being very courteous, polite and humble. It made a difference especially that we had to miss our earlier flight on 1st February 2026 on a different airline and stay back 2 extra days as my daughter had bad food poisoning. We were already very disturbed and exhausted. But it was a smooth process and we reached home safely.","Very detailed and punctual Trichy to Kuala Lumpur. Ground staff were excellent. Very detailed and punctual. They were really doing their job. I would like to mention check in counter staff Bakul for being very courteous, polite and humble. It made a difference especially that we had to miss our earlier flight on 1st February 2026 on a different airline and stay back 2 extra days as my daughter had bad food poisoning. We were already very disturbed and exhausted. But it was a smooth process and we reached home safely.",very detailed and punctual trichy to kuala lumpur ground staff were excellent very detailed and punctual they were really doing their job i would like to mention check in counter staff bakul for being very courteous polite and humble it made a difference especially that we had to miss our earlier flight on st february on a different airline and stay back extra days as my daughter had bad food poisoning we were already very disturbed and exhausted but it was a smooth process and we reached home safely,detailed punctual trichy kuala lumpur ground staff excellent detailed punctual job mention check counter staff bakul courteous polite humble made difference especially miss earlier february different stay back extra days daughter bad food poisoning already disturbed exhausted smooth process reached home safely,Family Leisure,Economy Class,Tiruchirappalli to Kuala Lumpur,yes,4.0,4.0,4.0,5.0,4
8,Positive,experience was smooth overall,"Flew AirAsia QZ802 recently and the experience was smooth overall. There was a minor schedule adjustment with departure moved from 06:20 to 06:05 Jakarta time, along with a terminal change from CGK Terminal 1 to Terminal 2E, both of which were clearly communicated in advance via email. Online check-in was straightforward with a randomly assigned seat, boarding was orderly, and the flight itself was uneventful in a good wayclean cabin, professional crew, and no operational issues. A simple, hassle-free flight that did exactly what it was supposed to do.","experience was smooth overall Flew AirAsia QZ802 recently and the experience was smooth overall. There was a minor schedule adjustment with departure moved from 06:20 to 06:05 Jakarta time, along with a terminal change from CGK Terminal 1 to Terminal 2E, both of which were clearly communicated in advance via email. Online check-in was straightforward with a randomly assigned seat, boarding was orderly, and the flight itself was uneventful in a good wayclean cabin, professional crew, and no operational issues. A simple, hassle-free flight that did exactly what it was supposed to do.",experience was smooth overall flew airasia qz recently and the experience was smooth overall there was a minor schedule adjustment with departure moved from to jakarta time along with a terminal change from cgk terminal to terminal e both of which were clearly communicated in advance via email online check in was straightforward with a randomly assigned seat boarding was orderly and the flight itself was uneventful in a good wayclean cabin professional crew and no operational issues a simple hassle free flight that did exactly what it was supposed to do,experience smooth overall recently experience smooth overall minor schedule adjustment departure moved jakarta time along terminal change cgk terminal terminal clearly communicated advance via email online check straightforward randomly assigned seat boarding orderly uneventful good wayclean cabin professional crew operational issues simple hassle free exactly supposed,Solo Leisure,Economy Class,Jakarta to Denpasar,yes,3.0,5.0,,4.0,5
1,Negative,tickets are ridiculously expensive,"I have travelled to Indonesia many times, but less and less now due to the SKYROCKETING PRICES charged by the only airline available... Air Asia. The airline tickets are ridiculously expensive now, The fees charged for surfboards are an absolute ripoff and take advantage of travellers, even the ticket processing fees are absurd. I'm not sure many would take the time to tell you directly and choose a different destination, or swim there, or catch a boat... ANYTHING BUT AIRASIA.","tickets are ridiculously expensive I have travelled to Indonesia many times, but less and less now due to the SKYROCKETING PRICES charged by the only airline available... Air Asia. The airline tickets are ridiculously expensive now, The fees charged for surfboards are an absolute ripoff and take advantage of travellers, even the ticket processing fees are absurd. I'm not sure many would take the time to tell you directly and choose a different destination, or swim there, or catch a boat... ANYTHING BUT AIRASIA.",tickets are ridiculously expensive i have travelled to indonesia many times but less and less now due to the skyrocketing prices charged by the only airline available air asia the airline tickets are ridiculously expensive now the fees charged for surfboards are an absolute ripoff and take advantage of travellers even the ticket processing fees are absurd i m not sure many would take the time to tell you directly and choose a different destination or swim there or catch a boat anything but airasia,tickets ridiculously expensive travelled indonesia times less less due skyrocketing prices charged available tickets ridiculously expensive fees charged surfboards absolute ripoff take advantage travellers ticket processing fees absurd sure take time tell directly choose different destination swim catch boat anything,Solo Leisure,Economy Class,Bali to Lombok via Birtinya,no,1.0,3.0,1.0,1.0,1
8,Positive,very pleasant flight,A very pleasant flight. Check in was easy and quick and the plane left on time. The staff on the plane were very helpful and polite. The Nasi Lemak I pre ordered was delicious.,very pleasant flight A very pleasant flight. Check in was easy and quick and the plane left on time. The staff on the plane were very helpful and polite. The Nasi Lemak I pre ordered was delicious.,very pleasant flight a very pleasant flight check in was easy and quick and the plane left on time the staff on the plane were very helpful and polite the nasi lemak i pre ordered was delicious,pleasant pleasant check easy quick plane left time staff plane helpful polite nasi lemak pre ordered delicious,Solo Leisure,Economy Class,Hanoi to Chiang Mai,yes,3.0,5.0,4.0,5.0,4
7,Positive,staff helpful and efficient,"I enjoyed the flight. Check in was reasonably, but there was a delay with the departure. The staff were helpful and efficient. The pre ordered meal was very tasty.","staff helpful and efficient I enjoyed the flight. Check in was reasonably, but there was a delay with the departure. The staff were helpful and efficient. The pre ordered meal was very tasty.",staff helpful and efficient i enjoyed the flight check in was reasonably but there was a delay with the departure the staff were helpful and efficient the pre ordered meal was very tasty,staff helpful efficient enjoyed check reasonably delay departure staff helpful efficient pre ordered meal tasty,Solo Leisure,Economy Class,Chiang Mai to Krabi,yes,3.0,4.0,4.0,3.0,4
1,Negative,I asked for compensation,"We booked a flight with a transfer in Malaysia. Everything was fine when booking but a few days before they made the flight from Malaysia to Bali earlier. That made it tight to get to the connecting flight since they didn t offer baggage transfer. Then before check in I got a notification. The flight from Medan is going to be late. That meant it was impossible to get the connecting flight. We told the staff in Medan but she only gave us the choice to take another flight at 1800 instead of 1600. We took that because there was no other choice now. I asked for compensation, but she didnt give anything. So when we arrived at Malaysia we were already at 1700 for the next flight. even earlier. Thats when I ve seen the flight we shouldn't be able to get was also late, so we could get that one. Instead we now had to wait to 2100 because the new flight was also late.","I asked for compensation We booked a flight with a transfer in Malaysia. Everything was fine when booking but a few days before they made the flight from Malaysia to Bali earlier. That made it tight to get to the connecting flight since they didn t offer baggage transfer. Then before check in I got a notification. The flight from Medan is going to be late. That meant it was impossible to get the connecting flight. We told the staff in Medan but she only gave us the choice to take another flight at 1800 instead of 1600. We took that because there was no other choice now. I asked for compensation, but she didnt give anything. So when we arrived at Malaysia we were already at 1700 for the next flight. even earlier. Thats when I ve seen the flight we shouldn't be able to get was also late, so we could get that one. Instead we now had to wait to 2100 because the new flight was also late.",i asked for compensation we booked a flight with a transfer in malaysia everything was fine when booking but a few days before they made the flight from malaysia to bali earlier that made it tight to get to the connecting flight since they didn t offer baggage transfer then before check in i got a notification the flight from medan is going to be late that meant it was impossible to get the connecting flight we told the staff in medan but she only gave us the choice to take another flight at instead of we took that because there was no other choice now i asked for compensation but she didnt give anything so when we arrived at malaysia we were already at for the next flight even earlier thats when i ve seen the flight we shouldn t be able to get was also late so we could get that one instead we now had to wait to because the new flight was also late,asked compensation booked transfer malaysia everything fine booking days made malaysia bali earlier made tight connecting since offer baggage transfer check notification medan going late meant impossible connecting told staff medan gave choice take another instead took choice asked compensation didnt give anything arrived malaysia already next earlier thats seen able late instead wait new late,Couple Leisure,Economy Class,Medan to Bali,no,1.0,3.0,,1.0,1
1,Negative,"incompetence, arrogance, greed","I have never in my life encountered a company that treats paying customers with such utter contempt. My recent flight with AirAsia from Hong Kong to Kuala Lumpur was not just disappointing  it was a masterclass in incompetence, arrogance, and corporate greed. Lets start with the delay. The flight, scheduled for 6:15 PM, did not leave the tarmac until 8:33 PM. Thats almost two and a half hours late. They did mention that the flight was delayed by 30 minutes, but it turned into a 2 hour+ long ordeal. But unbelievably, that wasnt even the low point. The real disgrace came during check-in. Our carry-on bag was perhaps 1kg over the limit, and instead of handling it professionally, the AirAsia staff member decided to turn it into a petty power trip. When we said wed simply remove a few items to meet the requirement, this employee threatened us three separate times  yes, three  saying, You can do that, but if any of my colleagues catch you, they WILL fine you HKD 1,000 per kilo. The tone was spiteful, smug, and downright demeaning. It was like being spoken to by a petty tyrant rather than a customer service representative. We werent breaking the law  we were passengers trying to comply. Instead, we were treated like criminals. Let me be clear: I understand airlines need to enforce baggage policies. But there is a chasm between professionalism and predation  and AirAsia is firmly on the wrong side of it. This was not customer service; this was harassment thinly disguised as policy enforcement. To make matters worse, we had even paid for the Value Pack, which includes perks like pre-selected seats, onboard meals, and a 20kg checked baggage allowance. This wasnt a free flight. We paid, we followed the rules, and we were still publicly humiliated and threatened for a trivial, fixable issue. AirAsias entire business model appears to be built on nickel-and-diming passengers while stripping away every ounce of dignity and decency. Its one thing to be a low-cost airline  its another to operate with low-cost ethics. After this ordeal, I can say with absolute certainty: I will never step foot on an AirAsia flight again. I would rather pay double, even triple, the price on another airline than endure another second of this degrading nonsense. AirAsia should be ashamed  not just for their incompetence, but for the way they make their customers feel: belittled, powerless, and disrespected. This airline is the definition of cheap in every possible sense of the word. Avoid AirAsia at all costs. No amount of savings is worth the humiliation.","incompetence, arrogance, greed I have never in my life encountered a company that treats paying customers with such utter contempt. My recent flight with AirAsia from Hong Kong to Kuala Lumpur was not just disappointing  it was a masterclass in incompetence, arrogance, and corporate greed. Lets start with the delay. The flight, scheduled for 6:15 PM, did not leave the tarmac until 8:33 PM. Thats almost two and a half hours late. They did mention that the flight was delayed by 30 minutes, but it turned into a 2 hour+ long ordeal. But unbelievably, that wasnt even the low point. The real disgrace came during check-in. Our carry-on bag was perhaps 1kg over the limit, and instead of handling it professionally, the AirAsia staff member decided to turn it into a petty power trip. When we said wed simply remove a few items to meet the requirement, this employee threatened us three separate times  yes, three  saying, You can do that, but if any of my colleagues catch you, they WILL fine you HKD 1,000 per kilo. The tone was spiteful, smug, and downright demeaning. It was like being spoken to by a petty tyrant rather than a customer service representative. We werent breaking the law  we were passengers trying to comply. Instead, we were treated like criminals. Let me be clear: I understand airlines need to enforce baggage policies. But there is a chasm between professionalism and predation  and AirAsia is firmly on the wrong side of it. This was not customer service; this was harassment thinly disguised as policy enforcement. To make matters worse, we had even paid for the Value Pack, which includes perks like pre-selected seats, onboard meals, and a 20kg checked baggage allowance. This wasnt a free flight. We paid, we followed the rules, and we were still publicly humiliated and threatened for a trivial, fixable issue. AirAsias entire business model appears to be built on nickel-and-diming passengers while stripping away every ounce of dignity and decency. Its one thing to be a low-cost airline  its another to operate with low-cost ethics. After this ordeal, I can say with absolute certainty: I will never step foot on an AirAsia flight again. I would rather pay double, even triple, the price on another airline than endure another second of this degrading nonsense. AirAsia should be ashamed  not just for their incompetence, but for the way they make their customers feel: belittled, powerless, and disrespected. This airline is the definition of cheap in every possible sense of the word. Avoid AirAsia at all costs. No amount of savings is worth the humiliation.",incompetence arrogance greed i have never in my life encountered a company that treats paying customers with such utter contempt my recent flight with airasia from hong kong to kuala lumpur was not just disappointing it was a masterclass in incompetence arrogance and corporate greed lets start with the delay the flight scheduled for pm did not leave the tarmac until pm thats almost two and a half hours late they did mention that the flight was delayed by minutes but it turned into a hour long ordeal but unbelievably that wasnt even the low point the real disgrace came during check in our carry on bag was perhaps kg over the limit and instead of handling it professionally the airasia staff member decided to turn it into a petty power trip when we said wed simply remove a few items to meet the requirement this employee threatened us three separate times yes three saying you can do that but if any of my colleagues catch you they will fine you hkd per kilo the tone was spiteful smug and downright demeaning it was like being spoken to by a petty tyrant rather than a customer service representative we werent breaking the law we were passengers trying to comply instead we were treated like criminals let me be clear i understand airlines need to enforce baggage policies but there is a chasm between professionalism and predation and airasia is firmly on the wrong side of it this was not customer service this was harassment thinly disguised as policy enforcement to make matters worse we had even paid for the value pack which includes perks like pre selected seats onboard meals and a kg checked baggage allowance this wasnt a free flight we paid we followed the rules and we were still publicly humiliated and threatened for a trivial fixable issue airasias entire business model appears to be built on nickel and diming passengers while stripping away every ounce of dignity and decency its one thing to be a low cost airline its another to operate with low cost ethics after this ordeal i can say with absolute certainty i will never step foot on an airasia flight again i would rather pay double even triple the price on another airline than endure another second of this degrading nonsense airasia should be ashamed not just for their incompetence but for the way they make their customers feel belittled powerless and disrespected this airline is the definition of cheap in every possible sense of the word avoid airasia at all costs no amount of savings is worth the humiliation,incompetence arrogance greed never life encountered company treats paying customers utter contempt recent hong kong kuala lumpur disappointing masterclass incompetence arrogance corporate greed lets start delay scheduled leave tarmac thats almost two half hours late mention delayed minutes turned into hour long ordeal unbelievably wasnt low point real disgrace came check carry bag perhaps limit instead handling professionally staff member decided turn into petty power trip wed simply remove items meet requirement employee threatened three separate times yes three saying any colleagues catch fine hkd per kilo tone spiteful smug downright demeaning spoken petty tyrant rather customer service representative werent breaking law passengers trying comply instead treated criminals let clear understand airlines need enforce baggage policies chasm professionalism predation firmly wrong side customer service harassment thinly disguised policy enforcement make matters worse paid value pack includes perks pre selected seats onboard meals checked baggage allowance wasnt free paid followed rules publicly humiliated threatened trivial fixable issue airasias entire business model appears built nickel diming passengers stripping away every ounce dignity decency thing low cost another operate low cost ethics ordeal say absolute certainty never step foot rather pay double triple price another endure another second degrading nonsense ashamed incompetence way make customers feel belittled powerless disrespected definition cheap every possible sense word avoid costs amount savings worth humiliation,Business,Economy Class,Hong Kong to Kuala Lumpur,no,1.0,1.0,,1.0,1
